ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000007202,9703,KIAA0100,17,28614440,28645454,-1,protein_coding,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
ENSG00000007216,9058,SLC13A2,17,28473293,28497781,1,protein_coding,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10917]"
ENSG00000007237,8522,GAS7,17,9910609,10198551,-1,protein_coding,growth arrest-specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]
ENSG00000007255,79090,TRAPPC6A,19,45162928,45178237,-1,protein_coding,trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]
ENSG00000007264,4145,MATK,19,3777970,3802129,-1,protein_coding,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]
ENSG00000007306,1087,CEACAM7,19,41673307,41706976,-1,protein_coding,carcinoembryonic antigen-related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]
ENSG00000007312,974,CD79B,17,63928740,63932354,-1,protein_coding,"CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:HGNC:1699]"
ENSG00000007314,6329,SCN4A,17,63938554,63972918,-1,protein_coding,"sodium channel, voltage gated, type IV alpha subunit [Source:HGNC Symbol;Acc:HGNC:10591]"
ENSG00000007341,54879,ST7L,1,112523518,112620825,-1,protein_coding,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]
ENSG00000007350,8277,TKTL1,X,154295671,154330350,1,protein_coding,transketolase-like 1 [Source:HGNC Symbol;Acc:HGNC:11835]
ENSG00000007372,5080,PAX6,11,31784792,31817961,-1,protein_coding,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]
ENSG00000007376,113000,RPUSD1,16,784974,788397,-1,protein_coding,RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]
ENSG00000007384,64285,RHBDF1,16,58059,76355,-1,protein_coding,rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:20561]
ENSG00000007392,55692,LUC7L,16,188969,229463,-1,protein_coding,LUC7-like [Source:HGNC Symbol;Acc:HGNC:6723]
ENSG00000007402,9254,CACNA2D2,3,50362799,50504244,-1,protein_coding,"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
ENSG00000007516,8938,BAIAP3,16,1333601,1349441,1,protein_coding,BAI1-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]
ENSG00000007520,115939,TSR3,16,1349240,1351911,-1,protein_coding,"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14175]"
ENSG00000007541,9091,PIGQ,16,566995,584136,1,protein_coding,"phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:HGNC:14135]"
ENSG00000007545,57585,CRAMP1L,16,1612325,1677908,1,protein_coding,"Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:14122]"
ENSG00000007866,7005,TEAD3,6,35473597,35497076,-1,protein_coding,TEA domain family member 3 [Source:HGNC Symbol;Acc:HGNC:11716]
ENSG00000007908,6401,SELE,1,169722641,169764705,-1,protein_coding,selectin E [Source:HGNC Symbol;Acc:HGNC:10718]
ENSG00000007923,55735,DNAJC11,1,6634168,6701924,-1,protein_coding,"DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:HGNC:25570]"
ENSG00000007933,2328,FMO3,1,171090877,171117819,1,protein_coding,flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]
ENSG00000007944,29116,MYLIP,6,16129125,16148248,1,protein_coding,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
ENSG00000007952,27035,NOX1,X,100843324,100874345,-1,protein_coding,NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]
ENSG00000007968,1870,E2F2,1,23506430,23531220,-1,protein_coding,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]
ENSG00000008018,5689,PSMB1,6,170535117,170553341,-1,protein_coding,"proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:HGNC:9537]"
ENSG00000008056,6853,SYN1,X,47571898,47619853,-1,protein_coding,synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]
ENSG00000008083,3720,JARID2,6,15246296,15522040,1,protein_coding,"jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
ENSG00000008086,6792,CDKL5,X,18425583,18653629,1,protein_coding,cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:HGNC:11411]
ENSG00000008118,57172,CAMK1G,1,209583717,209613938,1,protein_coding,calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]
ENSG00000008128,728642,CDK11A,1,1702730,1724324,-1,protein_coding,cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]
ENSG00000008130,65220,NADK,1,1751232,1780457,-1,protein_coding,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]
ENSG00000008196,7021,TFAP2B,6,50818723,50847613,1,protein_coding,transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:HGNC:11743]
ENSG00000008197,83741,TFAP2D,6,50713828,50772988,1,protein_coding,transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:HGNC:15581]
ENSG00000008226,9940,DLEC1,3,38039205,38124025,1,protein_coding,deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899]
ENSG00000008256,9265,CYTH3,7,6161776,6272644,-1,protein_coding,cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]
ENSG00000008277,53616,ADAM22,7,87934143,88202889,1,protein_coding,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]
ENSG00000008282,6856,SYPL1,7,106090503,106112576,-1,protein_coding,synaptophysin-like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
ENSG00000008283,1534,CYB561,17,63432304,63446378,-1,protein_coding,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]
ENSG00000008294,9043,SPAG9,17,50962174,51120865,-1,protein_coding,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
ENSG00000008300,1951,CELSR3,3,48636469,48662915,-1,protein_coding,"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"
ENSG00000008311,10157,AASS,7,122075647,122144280,-1,protein_coding,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
ENSG00000008323,55200,PLEKHG6,12,6310436,6328506,1,protein_coding,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:HGNC:25562]"
ENSG00000008324,51188,SS18L2,3,42581840,42595114,1,protein_coding,synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:HGNC:15593]
ENSG00000008382,84954,MPND,19,4343527,4360086,1,protein_coding,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]
ENSG00000008394,4257,MGST1,12,16347142,16609259,1,protein_coding,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
ENSG00000008405,1407,CRY1,12,106991364,107093829,-1,protein_coding,cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384]
ENSG00000008438,8993,PGLYRP1,19,46019153,46023065,-1,protein_coding,peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]
ENSG00000008441,4784,NFIX,19,12995608,13098796,1,protein_coding,nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:7788]
ENSG00000008513,6482,ST3GAL1,8,133454848,133571940,-1,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
ENSG00000008516,64386,MMP25,16,3046681,3060726,1,protein_coding,matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]
ENSG00000008517,9235,IL32,16,3065297,3082192,1,protein_coding,interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]
ENSG00000008710,5310,PKD1,16,2088710,2135898,-1,protein_coding,polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:9008]
ENSG00000008735,23542,MAPK8IP2,22,50600685,50613981,1,protein_coding,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
ENSG00000008838,9862,MED24,17,40019097,40061215,-1,protein_coding,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]
ENSG00000008853,23221,RHOBTB2,8,22987417,23020199,1,protein_coding,Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]
ENSG00000008869,54497,HEATR5B,2,36968383,37084342,-1,protein_coding,HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]
ENSG00000008952,7095,SEC62,3,169966635,169998373,1,protein_coding,SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11846]
ENSG00000008988,6224,RPS20,8,56067295,56074581,-1,protein_coding,ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]
ENSG00000009307,7812,CSDE1,1,114716913,114758676,-1,protein_coding,"cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:HGNC:29905]"
ENSG00000009335,9690,UBE3C,7,157138913,157269372,1,protein_coding,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]
ENSG00000009413,5980,REV3L,6,111299028,111483715,-1,protein_coding,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
ENSG00000009694,10178,TENM1,X,124375903,124963817,-1,protein_coding,teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]
ENSG00000009709,5081,PAX7,1,18631006,18748866,1,protein_coding,paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]
ENSG00000009724,10747,MASP2,1,11026523,11047233,-1,protein_coding,mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
ENSG00000009765,389434,IYD,6,150368892,150405969,1,protein_coding,iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]
ENSG00000009780,199870,FAM76A,1,27725979,27763122,1,protein_coding,"family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:HGNC:28530]"
ENSG00000009790,80342,TRAF3IP3,1,209756032,209782320,1,protein_coding,TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]
ENSG00000009830,29954,POMT2,14,77274956,77320884,-1,protein_coding,protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]
ENSG00000009844,51534,VTA1,6,142147162,142224689,1,protein_coding,vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]
ENSG00000009950,51085,MLXIPL,7,73593194,73624543,-1,protein_coding,MLX interacting protein-like [Source:HGNC Symbol;Acc:HGNC:12744]
ENSG00000009954,9031,BAZ1B,7,73440398,73522278,-1,protein_coding,"bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:HGNC:961]"
ENSG00000010017,10048,RANBP9,6,13621498,13711564,-1,protein_coding,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
ENSG00000010030,51513,ETV7,6,36354091,36387800,-1,protein_coding,ets variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]
ENSG00000010072,83932,SPRTN,1,231337104,231355023,1,protein_coding,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
ENSG00000010165,51603,METTL13,1,171781664,171814023,1,protein_coding,methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]
ENSG00000010219,8798,DYRK4,12,4562204,4615302,1,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]
ENSG00000010244,7756,ZNF207,17,32350117,32381886,1,protein_coding,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]
ENSG00000010256,7384,UQCRC1,3,48599002,48610976,-1,protein_coding,ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:HGNC:12585]
ENSG00000010270,83930,STARD3NL,7,38178222,38230671,1,protein_coding,STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]
ENSG00000010278,928,CD9,12,6199715,6238271,1,protein_coding,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
ENSG00000010282,57467,HHATL,3,42692663,42702827,-1,protein_coding,hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:HGNC:13242]
ENSG00000010292,9918,NCAPD2,12,6493356,6531955,1,protein_coding,"non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]"
ENSG00000010295,25900,IFFO1,12,6538375,6556083,-1,protein_coding,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
ENSG00000010310,2696,GIPR,19,45668244,45683724,1,protein_coding,gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]
ENSG00000010318,51533,PHF7,3,52410561,52423641,1,protein_coding,PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]
ENSG00000010319,56920,SEMA3G,3,52433053,52445085,-1,protein_coding,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
ENSG00000010322,11188,NISCH,3,52455118,52493071,1,protein_coding,nischarin [Source:HGNC Symbol;Acc:HGNC:18006]
ENSG00000010327,23166,STAB1,3,52495338,52524495,1,protein_coding,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]
ENSG00000010361,80199,FUZ,19,49806869,49817376,-1,protein_coding,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
ENSG00000010379,6540,SLC6A13,12,220621,262873,-1,protein_coding,"solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:11046]"
ENSG00000010404,3423,IDS,X,149476990,149521096,-1,protein_coding,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]
ENSG00000010438,5646,PRSS3,9,33750466,33799231,1,protein_coding,"protease, serine, 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
ENSG00000010539,7752,ZNF200,16,3222325,3236221,-1,protein_coding,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]
ENSG00000010610,920,CD4,12,6786858,6820808,1,protein_coding,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]
ENSG00000010626,10233,LRRC23,12,6873569,6914243,1,protein_coding,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
ENSG00000010671,695,BTK,X,101349447,101390796,-1,protein_coding,Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]
ENSG00000010704,3077,HFE,6,26087281,26098343,1,protein_coding,hemochromatosis [Source:HGNC Symbol;Acc:HGNC:4886]
ENSG00000010803,22955,SCMH1,1,41027200,41242154,-1,protein_coding,sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19003]
ENSG00000010810,2534,FYN,6,111660332,111873452,-1,protein_coding,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
ENSG00000010818,3097,HIVEP2,6,142751467,142945201,-1,protein_coding,human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]
ENSG00000010932,2326,FMO1,1,171248471,171285978,1,protein_coding,flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]
ENSG00000011007,6924,TCEB3,1,23743155,23762059,1,protein_coding,"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:HGNC:11620]"
ENSG00000011009,11313,LYPLA2,1,23790970,23795539,1,protein_coding,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
ENSG00000011021,1185,CLCN6,1,11806096,11843144,1,protein_coding,"chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:HGNC:2024]"
ENSG00000011028,9902,MRC2,17,62627401,62693597,1,protein_coding,"mannose receptor, C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
ENSG00000011052,654364,NME2,17,51153590,51171744,1,protein_coding,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
ENSG00000011083,6534,SLC6A7,5,150189957,150222788,1,protein_coding,"solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:11054]"
ENSG00000011105,10867,TSPAN9,12,3077355,3286564,1,protein_coding,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
ENSG00000011114,55727,BTBD7,14,93237550,93333092,-1,protein_coding,BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]
ENSG00000011132,9546,APBA3,19,3750819,3761699,-1,protein_coding,"amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:HGNC:580]"
ENSG00000011143,54903,MKS1,17,58205437,58219605,-1,protein_coding,"Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]"
ENSG00000011198,51099,ABHD5,3,43690113,43734371,1,protein_coding,abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
ENSG00000011201,3730,ANOS1,X,8528874,8732187,-1,protein_coding,anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]
ENSG00000011243,26993,AKAP8L,19,15380048,15419141,-1,protein_coding,A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:HGNC:29857]
ENSG00000011258,54799,MBTD1,17,51177425,51260163,-1,protein_coding,mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
ENSG00000011260,51096,UTP18,17,51260528,51297936,1,protein_coding,UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:24274]
ENSG00000011275,54476,RNF216,7,5620047,5781739,-1,protein_coding,ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]
ENSG00000011295,54902,TTC19,17,15999380,16045015,1,protein_coding,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
ENSG00000011304,5725,PTBP1,19,797075,812327,1,protein_coding,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]
ENSG00000011332,8193,DPF1,19,38211006,38229714,-1,protein_coding,"D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:HGNC:20225]"
ENSG00000011347,9066,SYT7,11,61515313,61581148,-1,protein_coding,synaptotagmin VII [Source:HGNC Symbol;Acc:HGNC:11514]
ENSG00000011376,23395,LARS2,3,45388506,45549421,1,protein_coding,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]"
ENSG00000011405,5286,PIK3C2A,11,17077730,17207983,-1,protein_coding,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]"
ENSG00000011422,5329,PLAUR,19,43646095,43670547,-1,protein_coding,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
ENSG00000011426,54443,ANLN,7,36389806,36453791,1,protein_coding,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000011451,58525,WIZ,19,15419980,15449951,-1,protein_coding,widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]
ENSG00000011454,2844,RABGAP1,9,122940833,123104866,1,protein_coding,RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]
ENSG00000011454,23637,RABGAP1,9,122940833,123104866,1,protein_coding,RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]
ENSG00000011465,1634,DCN,12,91140484,91183123,-1,protein_coding,decorin [Source:HGNC Symbol;Acc:HGNC:2705]
ENSG00000011478,54814,QPCTL,19,45692483,45703989,1,protein_coding,glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]
ENSG00000011485,5536,PPP5C,19,46346994,46392981,1,protein_coding,"protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]"
ENSG00000011523,23177,CEP68,2,65056366,65087004,1,protein_coding,centrosomal protein 68kDa [Source:HGNC Symbol;Acc:HGNC:29076]
ENSG00000011566,8491,MAP4K3,2,39249266,39437312,-1,protein_coding,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
ENSG00000011590,27033,ZBTB32,19,35704527,35717038,1,protein_coding,zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]
ENSG00000011600,7305,TYROBP,19,35904401,35908295,-1,protein_coding,TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]
ENSG00000011638,57146,TMEM159,16,21158377,21180616,1,protein_coding,transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]
ENSG00000011677,2556,GABRA3,X,152166234,152451358,-1,protein_coding,"gamma-aminobutyric acid (GABA) A receptor, alpha 3 [Source:HGNC Symbol;Acc:HGNC:4077]"
ENSG00000012048,672,BRCA1,17,43044295,43125483,-1,protein_coding,"breast cancer 1, early onset [Source:HGNC Symbol;Acc:HGNC:1100]"
ENSG00000012061,2067,ERCC1,19,45407333,45478828,-1,protein_coding,excision repair cross-complementation group 1 [Source:HGNC Symbol;Acc:HGNC:3433]
ENSG00000012124,933,CD22,19,35319261,35347355,1,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSG00000012171,7869,SEMA3B,3,50267558,50277546,1,protein_coding,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:HGNC:10724]"
ENSG00000012174,51360,MBTPS2,X,21839636,21885424,1,protein_coding,"membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"
ENSG00000012211,4007,PRICKLE3,X,49175264,49186528,-1,protein_coding,prickle homolog 3 [Source:HGNC Symbol;Acc:HGNC:6645]
ENSG00000012223,4057,LTF,3,46435645,46485234,-1,protein_coding,lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
ENSG00000012232,2137,EXTL3,8,28600469,28755599,1,protein_coding,exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
ENSG00000012504,9971,NR1H4,12,100473708,100564413,1,protein_coding,"nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:HGNC:7967]"
ENSG00000012660,60481,ELOVL5,6,53267398,53349179,-1,protein_coding,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000012779,240,ALOX5,10,45374176,45446119,1,protein_coding,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
